accepted,years,Teff_K,luminosity_Lsun,radius_Rsun,nuclear_fraction
126,360240.94960481755,2917.067127005092,0.0835037780164046,1.1313927126155272,0.3077499881483261
127,364878.9591105221,2917.375754226824,0.08318839379963114,1.1290152075467021,0.31865792730363096
128,369566.9435386239,2917.683658106631,0.0828780813021262,1.1266696593908154,0.3297981306982776
129,374306.46389903495,2917.9890408174624,0.08257264991198567,1.1243563034533635,0.341166233869862
130,379098.8490946229,2918.2858894828823,0.08227147155708876,1.1220756117426642,0.3527582575078603
131,383945.61065106577,2918.580350790733,0.08197527990359565,1.119827959036313,0.3645640366386883
132,388849.220352382,2918.870984858192,0.08168388557682213,1.1176132864591586,0.37657828349245326
133,393811.9597994427,2919.1602562141015,0.08139755982633214,1.1154316891793687,0.3887922253832139
134,398836.3860041027,2919.4420063059865,0.08111560876549219,1.113283241736397,0.40120114894577197
135,403923.63215842436,2919.7190642322093,0.08083843421994374,1.1111686404502894,0.41379093934358263
136,409077.68398842134,2919.9944849457897,0.08056628658230275,1.109087401224817,0.4265532653643289
137,414301.3491847069,2920.268167825388,0.08029914722436816,1.1070396054034708,0.43947735514372943
138,419597.6858265285,2920.5399876234214,0.08003699308556875,1.1050253195317554,0.45255184514809704
139,424969.9327201152,2920.8021152881047,0.07977896184477096,1.103044623810652,0.46576928383679433
140,430420.13190119585,2921.0607668872262,0.07952580064125374,1.1010980728546833,0.4791094159643683
141,435953.549706083,2921.3173183791787,0.07927756143482291,1.0991851074941792,0.4925615673276149
142,441574.2224251664,2921.5716748738478,0.07903421129546696,1.0973056922261708,0.506111572760307
