run,model,age_yr,central_X,central_Y3,L_Lsun,R_Rsun,Teff_K,central_convective_flag
ferguson-20000,5039,2639267388737.4546,0.06309148699578584,5.151296734959826e-05,0.007898479623824452,0.11865114273393704,4996.0,1
ferguson-20000,5040,2639339101707.552,0.06307286347320934,5.147599282349889e-05,0.007899487983281087,0.11865114273393704,4996.0,1
ferguson-20000,5041,2639410784162.731,0.06305424858731297,5.143905011913243e-05,0.007900496342737722,0.11865114273393704,4996.0,1
ferguson-20000,5042,2639482436120.9097,0.06303564233139217,5.140213933663934e-05,0.007900496342737722,0.11865114273393704,4996.0,1
ferguson-20000,5043,2639554057604.893,0.06301704469798944,5.136526083919786e-05,0.007901504702194357,0.11865114273393704,4996.0,1
ferguson-20000,5044,2639625648638.426,0.06299845567962177,5.13284149804841e-05,0.007902513061650993,0.11865114273393704,4997.0,1
ferguson-20000,5045,2639697209245.315,0.06297987526892079,5.129160205513546e-05,0.007902513061650993,0.11865114273393704,4997.0,1
ferguson-20000,5046,2639768739449.374,0.06296130345862416,5.1254822305020945e-05,0.007903521421107626,0.11865114273393704,4997.0,1
ferguson-20000,5047,2639840239274.421,0.06294274024155946,5.121807592767895e-05,0.007904529780564263,0.11865114273393704,4997.0,1
ferguson-20000,5048,2639911708745.361,0.06292418561045396,5.118136314642315e-05,0.007905538140020898,0.11865114273393704,4998.0,1
ferguson-20000,5049,2639983147885.97,0.0629056395583042,5.114468407732713e-05,0.007905538140020898,0.11855109961190168,4998.0,1
ferguson-20000,5050,2640054556719.2095,0.06288710207829247,5.1108038764758316e-05,0.007906546499477534,0.11855109961190168,4998.0,1
ferguson-20000,5051,2640125935310.995,0.06286857315661316,5.107142973636496e-05,0.00790755485893417,0.11855109961190168,4998.0,1
ferguson-20000,5052,2640197283698.3877,0.06285005278497356,5.103485742685418e-05,0.00790755485893417,0.11855109961190168,4998.0,1
ferguson-20000,5053,2640268602419.3574,0.06283154087155245,5.0998352073703974e-05,0.007908563218390804,0.11855109961190168,4999.0,1
ferguson-20000,5054,2640339893186.936,0.06281303714577005,5.0962005608230464e-05,0.00790755485893417,0.11855109961190168,4999.0,1
ferguson-20000,5055,2640411168573.293,0.06279453959054916,5.092652621922338e-05,0.007906546499477534,0.11855109961190168,4999.0,1
ferguson-20000,5056,2640482428712.9165,0.06277604843926841,5.089178485200008e-05,0.007903521421107626,0.11855109961190168,4998.0,1
ferguson-20000,5057,2640553688993.0796,0.0627575613963547,5.085855818229038e-05,0.007902513061650993,0.11855109961190168,4998.0,1
ferguson-20000,5058,2640624936734.325,0.06273908098802791,5.082586827935762e-05,0.007903521421107626,0.11855109961190168,4998.0,1
ferguson-20000,5059,2640696154719.0693,0.06272061017733924,5.079263332446492e-05,0.007904529780564263,0.11855109961190168,4998.0,1
ferguson-20000,5060,2640767342177.2764,0.06270214890881447,5.075890091352226e-05,0.007905538140020898,0.11855109961190168,4999.0,1
ferguson-20000,5061,2640838500305.476,0.06268369682248007,5.0724824342844126e-05,0.007905538140020898,0.11855109961190168,4999.0,1
ferguson-20000,5062,2640909627824.338,0.06266525400595625,5.0690390083148804e-05,0.007906546499477534,0.11855109961190168,4999.0,1
ferguson-20000,5063,2640980724747.9775,0.06264682033336445,5.065566097256097e-05,0.00790755485893417,0.11855109961190168,4999.0,1
ferguson-20000,5064,2641051791187.8037,0.0626283956823871,5.062069531836902e-05,0.007908563218390804,0.11855109961190168,5000.0,1
ferguson-20000,5065,2641122827248.8213,0.06260997994973788,5.0585541609692124e-05,0.007908563218390804,0.11855109961190168,5000.0,1
ferguson-20000,5066,2641193833022.1943,0.06259157304934805,5.055023967625745e-05,0.00790957157784744,0.11855109961190168,5000.0,1
ferguson-20000,5067,2641264808586.8613,0.06257317490943436,5.051482218434989e-05,0.007910579937304076,0.11855109961190168,5000.0,1
