age_yr,step_yr,R_Rsun,L_Lsun,Teff_K,central_X,central_Y3,step_error_norm,discrete_luminosity_balance,nuclear_rest_mass_balance,last_halfstep_coupling_iterations,convective_mass_fraction,central_T_K,central_rho,surface_X,surface_Y3
34873424386.9789,2527179379.53399,0.12628849107921836,0.0008468788375037681,2770.7670441343016,0.6916833095728734,0.008314181810747272,0.6457855217245623,-7.89732168549051e-10,5.486944232302449e-12,3,1.0000000000000007,4662919.219138286,378.7708961494362,0.6916833095728734,0.008314181810747272
37703737129.92195,2830312742.943063,0.1263244167805206,0.0008475382483609189,2770.912144668747,0.6910053967012455,0.008991409874858537,0.7847089655843575,-1.123499293598229e-09,1.7423840148467207e-12,3,1.0000000000000007,4665535.7576059345,378.4587061041588,0.6910053967012455,0.008991409874858537
40579298421.29477,2875561291.3728123,0.1263607710892556,0.0008482351589482582,2771.0828731758766,0.6903163239702429,0.009679664811605022,0.8082774993756203,-1.1743775951700286e-09,1.965094753586527e-13,3,1.0000000000000007,4668198.814367095,378.14352330618243,0.6903163239702429,0.009679664811605022
43457922101.54019,2878623680.245419,0.12639692974714165,0.0008489641510050221,2771.281585379038,0.6896261927749363,0.010368842998840186,0.8243401050656018,-1.1782202991028612e-09,-6.228351168147128e-14,3,1.0000000000000007,4670871.334259563,377.83103585765673,0.6896261927749363,0.010368842998840186
46311397867.291336,2853475765.751137,0.1264325666932656,0.000849715237738452,2771.503649119007,0.6889417682458511,0.011052178713105184,0.8002018092589935,-1.1314764680747658e-09,-4.833800026915469e-12,3,1.0000000000000007,4673526.363198089,377.52384412449885,0.6889417682458511,0.011052178713105184
49182290385.15814,2870892517.8668127,0.12646846105410098,0.000850485265245091,2771.737910714752,0.6882528499382069,0.011739843964038623,0.7741958674145621,-1.12898346227297e-09,-6.908695837637424e-12,3,1.0000000000000007,4676197.602928363,377.21409370260113,0.6882528499382069,0.011739843964038623
52118817521.44821,2936527136.2900805,0.12650439205561934,0.0008513314340040758,2772.033317497372,0.6875478420942213,0.012443392494592649,0.869909552170256,-1.2319447684205898e-09,4.9757975517650266e-12,3,1.0000000000000007,4678945.402939229,376.9049737649016,0.6875478420942213,0.012443392494592649
54952423616.94127,2833606095.4930525,0.1265389969869337,0.0008521679162853637,2772.334831053396,0.6868672223706311,0.013122423273586462,0.786992986334667,-1.079380362867255e-09,-1.7064127888488656e-13,3,1.0000000000000007,4681599.415652843,376.607311936783,0.6868672223706311,0.013122423273586462
57827150276.4806,2874726659.539332,0.1265738287090698,0.0008530524772040545,2772.6723975144882,0.6861764011627282,0.01381143520178645,0.8259565309476358,-1.1298029178874458e-09,-8.749667657070859e-13,3,1.0000000000000007,4684298.886310257,376.3083247419611,0.6861764011627282,0.01381143520178645
60673973304.60776,2846823028.127156,0.12660780638886363,0.000853974340851381,2773.049000528755,0.6854919569887767,0.014493879233178596,0.8367631953998256,-1.0947184270193588e-09,4.877431791783238e-12,3,1.0000000000000007,4686983.245460193,376.01742711170584,0.6854919569887767,0.014493879233178596
63474899690.24596,2800926385.638208,0.12664071671130447,0.000854926728275724,2773.461389920603,0.6848182196700928,0.015165432851552788,0.8355335501253336,-1.0417504636706099e-09,7.602807272633072e-13,3,1.0000000000000007,4689635.369679265,375.7363226419667,0.6848182196700928,0.015165432851552788
66232696453.68203,2757796763.4360676,0.12667225559666215,0.0008559268925111585,2773.926799685893,0.6841545214195036,0.01582675824632527,0.8704264686798524,-1.0062252142617467e-09,2.1440627051561023e-12,3,1.0000000000000007,4692263.986059827,375.46794701290224,0.6841545214195036,0.01582675824632527
68893046120.75359,2660349667.071551,0.12670337642888907,0.0008568763941104702,2774.3549961029794,0.6835139751766984,0.016464794521398905,0.6960568343927775,-8.375365956325709e-10,-2.528088849373944e-12,3,1.0000000000000007,4694789.307360195,375.20263171235325,0.6835139751766984,0.016464794521398905
71762894026.82889,2869847906.075311,0.12673674631247497,0.0008579413469245018,2774.8512260625,0.6828226635426717,0.017153133517972978,0.8358210823455892,-1.0751447510060075e-09,-2.1682655670929307e-13,3,1.0000000000000007,4697519.416390551,374.918687209236,0.6828226635426717,0.017153133517972978
74588064962.24066,2825170935.4117537,0.12676907534958773,0.0008590396123704364,2775.384872487774,0.6821417855509896,0.017830806869204303,0.8376949767185948,-1.0222963586770106e-09,3.22564197574593e-12,3,1.0000000000000007,4700218.439437116,374.64430341455375,0.6821417855509896,0.017830806869204303
77366141991.87701,2778077029.636359,0.12679991933936438,0.0008601922650736282,2775.9777129817076,0.6814719196831213,0.018497236573704282,0.8870200074451162,-9.857022975623408e-10,-1.985300812634705e-12,3,1.0000000000000007,4702892.3753833445,374.3840677281674,0.6814719196831213,0.018497236573704282
80020870325.88277,2654728334.005761,0.12683179107989437,0.0008611964470172044,2776.43860904484,0.6808315374512591,0.0191340594555528,0.6974386751457118,-7.319203021438625e-10,-5.237921207879026e-12,3,1.0000000000000007,4705406.318193551,374.11277181641276,0.6808315374512591,0.0191340594555528
82881815802.52116,2860945476.638397,0.1268660203762388,0.0008623290714636861,2776.9763359903027,0.6801411630541013,0.019820271054381795,0.8546941648868156,-9.556847535563406e-10,-4.922284801978094e-12,3,1.0000000000000007,4708120.008672179,373.8220650184834,0.6801411630541013,0.019820271054381795
85666953817.62306,2785138015.10189,0.12689850045423873,0.0008634959749563364,2777.559779654067,0.6794688188013686,0.020488228015094135,0.8528185280187728,-8.652776273265772e-10,2.0037305148434825e-12,3,1.0000000000000007,4710778.456740799,373.5470484752265,0.6794688188013686,0.020488228015094135
88381273006.92543,2714319189.3023896,0.12692962995323667,0.000864684470988266,2778.174292749324,0.6788133151899945,0.021139121587700305,0.8512623922429796,-7.986029615381085e-10,-6.104006189389111e-12,3,1.0000000000000007,4713380.081123982,373.28387093504995,0.6788133151899945,0.021139121587700305
91028990854.1637,2647717847.2382717,0.12695890810628366,0.0008659191690664391,2778.8450411543413,0.6781736309843368,0.021773974861281846,0.8500423642754384,-7.432026105647083e-10,-3.998024133977651e-12,3,1.0000000000000007,4715938.281667195,373.0369374806659,0.6781736309843368,0.021773974861281846
93613594347.72052,2584603493.5568075,0.12698601044751587,0.000867217441863741,2779.5893685216233,0.6775489115313404,0.022393644739546775,0.8496195919027727,1.1102230246251565e-15,-2.6002202613284453e-09,3,1.0000000000000007,4718462.7876761975,372.8091064442458,0.6775489115313404,0.022393644739546775
96137215606.42232,2523621258.701805,0.12701028496514838,0.0008686099271337704,2780.4387490925665,0.6769386096507173,0.022998682469551675,0.8918758132026028,-1.3322676295501878e-15,-2.7474710284636217e-09,3,1.0000000000000007,4720967.817117532,372.60629960264765,0.6769386096507173,0.022998682469551675
98542212354.1498,2404996747.727487,0.1270313222226899,0.0008700523371402432,2781.361992302828,0.6763566465524096,0.023575309443751264,0.9241430820594587,6.661338147750939e-16,-2.6464042068852223e-09,3,1.0000000000000007,4723393.308821284,372.4315029596819,0.6763566465524096,0.023575309443751264
100793792417.00102,2251580062.8512197,0.1270491258101155,0.0008715090846689292,2782.330519138477,0.6758114562158966,0.024115210225543113,0.9129001077301524,-8.881784197001252e-16,-2.416789435244482e-09,3,1.0000000000000007,4725698.860289722,372.28447448549764,0.6758114562158966,0.024115210225543113
101854237735.18225,1060445318.1812451,0.1270566854470452,0.00087224325175828,2782.8335087744767,0.6755545751831229,0.024369515209099114,0.22980950142859058,-1.2862266807189826e-11,-1.4545253890219101e-11,3,1.0000000000000007,4726799.636076638,372.22247172620433,0.6755545751831229,0.024369515209099114
103845125594.48605,1990887859.303796,0.12706836491399923,0.0008737458583098379,2783.9032768176708,0.6750719924477482,0.024847048317688174,0.9803830092192101,-3.6136016401400184e-10,-9.099165865222858e-12,3,1.0000000000000007,4728911.613499042,372.12825179107654,0.6750719924477482,0.024847048317688174
105654762396.00981,1809636801.523753,0.12708481631355553,0.0008748045832478609,2784.565961941281,0.6746330891808335,0.0252811521471569,0.5026976418465168,-1.2506318203264755e-10,-5.3013149425851225e-12,3,1.0000000000000007,4730734.094525106,371.99162530066803,0.6746330891808335,0.0252811521471569
107951865587.08154,2297103191.0717387,0.12711626662297984,0.0008757889498807821,2785.004370983775,0.6740759428949908,0.02583189369930969,0.848283209405054,-2.819958710986725e-10,-4.761746552617296e-13,3,1.0000000000000007,4732868.518056572,371.7261623579811,0.6740759428949908,0.02583189369930969
110196535984.48946,2244670397.4079013,0.12714712109557835,0.0008767791776954833,2785.453236266836,0.6735315206404148,0.0263697304604681,0.8520660478919527,-2.504261242819439e-10,-4.0734082773496993e-13,3,1.0000000000000007,4734953.159941583,371.4662627667188,0.6735315206404148,0.0263697304604681
112385095989.36076,2188560004.8713017,0.12717877858783325,0.0008776873560778765,2785.8274672432813,0.6730007509006295,0.02689375898278998,0.9632801597700412,-2.0210011442145515e-10,3.2360780721774063e-12,3,1.0000000000000007,4736957.307469655,371.1985485551794,0.6730007509006295,0.02689375898278998
114391991031.6932,2006895042.332422,0.12720816590568063,0.0008785286102660067,2786.1728909122567,0.6725140979210318,0.02737394871933474,0.8566831820322474,-1.3824918987381807e-10,-5.878408870785279e-12,3,1.0000000000000007,4738788.732801191,370.9500565750328,0.6725140979210318,0.02737394871933474
116343439327.39903,1951448295.7058206,0.12723693810641265,0.0008793556533349847,2786.5132705669726,0.6720409552591208,0.02784053713575646,0.8507822149214638,-1.1789347276192075e-10,8.256950678742214e-12,3,1.0000000000000007,4740565.952139939,370.70684545694013,0.6720409552591208,0.02784053713575646
