10 52 19 OPAL GS98 Z=0.020; original cells, logT=4.0..7.1
-0.559 -0.543 -0.517 -0.476 -0.403 -0.268 -0.051 0.240 0.555 0.864 1.210 1.622 2.086 2.582 3.097 3.615 4.090 4.492 4.814
-0.553 -0.540 -0.518 -0.482 -0.411 -0.280 -0.061 0.255 0.652 1.057 1.430 1.798 2.210 2.664 3.159 3.670 4.151 4.566 4.900
-0.552 -0.536 -0.514 -0.480 -0.419 -0.299 -0.094 0.213 0.610 1.072 1.539 1.961 2.353 2.765 3.224 3.711 4.185 4.602 4.944
-0.551 -0.536 -0.507 -0.479 -0.421 -0.316 -0.130 0.158 0.536 0.989 1.488 1.993 2.450 2.865 3.294 3.746 4.200 4.612 4.955
-0.552 -0.532 -0.509 -0.477 -0.422 -0.321 -0.149 0.118 0.476 0.905 1.388 1.909 2.432 2.911 3.345 3.774 4.205 4.607 4.947
-0.552 -0.534 -0.510 -0.476 -0.423 -0.329 -0.166 0.090 0.430 0.838 1.304 1.811 2.349 2.876 3.353 3.791 4.208 4.601 4.932
-0.541 -0.524 -0.502 -0.469 -0.414 -0.322 -0.168 0.072 0.402 0.799 1.248 1.748 2.281 2.817 3.328 3.792 4.213 4.598 4.917
-0.515 -0.500 -0.478 -0.446 -0.396 -0.309 -0.160 0.072 0.393 0.789 1.233 1.720 2.242 2.774 3.298 3.784 4.219 4.600 4.904
-0.463 -0.455 -0.440 -0.411 -0.361 -0.279 -0.141 0.081 0.399 0.795 1.238 1.717 2.237 2.758 3.288 3.784 4.228 4.602 4.885
-0.384 -0.371 -0.357 -0.334 -0.292 -0.213 -0.078 0.132 0.439 0.829 1.266 1.745 2.261 2.770 3.296 3.792 4.234 4.592 4.850
-0.305 -0.284 -0.262 -0.231 -0.186 -0.114 0.012 0.205 0.480 0.848 1.287 1.771 2.272 2.794 3.314 3.801 4.225 4.557 4.787
-0.267 -0.224 -0.181 -0.133 -0.073 0.014 0.145 0.327 0.582 0.925 1.343 1.816 2.305 2.821 3.325 3.788 4.183 4.483 4.689
-0.278 -0.224 -0.161 -0.089 -0.001 0.112 0.266 0.466 0.716 1.036 1.424 1.879 2.351 2.840 3.312 3.734 4.095 4.368 4.564
-0.341 -0.276 -0.202 -0.112 0.000 0.141 0.324 0.548 0.808 1.110 1.485 1.918 2.371 2.831 3.258 3.636 3.966 4.223 4.421
-0.419 -0.352 -0.273 -0.177 -0.054 0.109 0.318 0.570 0.854 1.170 1.531 1.937 2.364 2.787 3.170 3.508 3.814 4.063 4.270
-0.500 -0.445 -0.372 -0.276 -0.153 0.012 0.237 0.515 0.830 1.166 1.529 1.921 2.321 2.714 3.059 3.367 3.655 3.904 4.118
-0.558 -0.519 -0.461 -0.379 -0.267 -0.111 0.111 0.410 0.757 1.121 1.495 1.875 2.256 2.624 2.940 3.226 3.500 3.751 3.971
-0.593 -0.570 -0.530 -0.464 -0.365 -0.219 -0.003 0.300 0.668 1.055 1.441 1.817 2.184 2.528 2.822 3.091 3.354 3.609 3.827
-0.607 -0.596 -0.573 -0.529 -0.450 -0.322 -0.122 0.175 0.554 0.966 1.373 1.756 2.110 2.434 2.710 2.966 3.220 3.478 3.695
-0.612 -0.607 -0.595 -0.569 -0.515 -0.410 -0.228 0.057 0.448 0.880 1.306 1.690 2.036 2.345 2.606 2.852 3.100 3.357 3.572
-0.615 -0.612 -0.605 -0.589 -0.554 -0.479 -0.325 -0.054 0.335 0.788 1.232 1.625 1.966 2.263 2.513 2.749 2.993 3.246 3.458
-0.615 -0.613 -0.607 -0.597 -0.575 -0.524 -0.410 -0.178 0.199 0.665 1.139 1.553 1.899 2.188 2.431 2.659 2.899 3.143 3.355
-0.617 -0.614 -0.609 -0.600 -0.583 -0.545 -0.460 -0.276 0.064 0.533 1.033 1.477 1.832 2.121 2.359 2.582 2.817 3.053 3.263
-0.617 -0.614 -0.610 -0.601 -0.587 -0.557 -0.489 -0.345 -0.058 0.398 0.919 1.389 1.763 2.056 2.293 2.513 2.743 2.969 3.171
-0.617 -0.615 -0.610 -0.603 -0.589 -0.562 -0.505 -0.382 -0.142 0.271 0.798 1.292 1.686 1.988 2.230 2.450 2.676 2.895 3.084
-0.617 -0.615 -0.611 -0.604 -0.591 -0.564 -0.512 -0.406 -0.192 0.181 0.688 1.193 1.607 1.919 2.169 2.392 2.615 2.828 3.013
-0.617 -0.615 -0.611 -0.605 -0.593 -0.569 -0.519 -0.421 -0.229 0.110 0.589 1.098 1.528 1.853 2.110 2.339 2.561 2.764 2.942
-0.615 -0.613 -0.609 -0.603 -0.591 -0.568 -0.523 -0.431 -0.252 0.065 0.518 1.015 1.453 1.792 2.059 2.294 2.512 2.699 2.868
-0.614 -0.611 -0.606 -0.600 -0.588 -0.566 -0.524 -0.436 -0.264 0.041 0.476 0.962 1.399 1.744 2.018 2.256 2.466 2.632 2.808
-0.616 -0.610 -0.602 -0.591 -0.576 -0.554 -0.514 -0.437 -0.281 -0.001 0.394 0.855 1.295 1.660 1.949 2.183 2.357 2.510 2.702
-0.620 -0.618 -0.612 -0.600 -0.578 -0.544 -0.495 -0.416 -0.275 -0.028 0.334 0.777 1.215 1.585 1.862 2.073 2.210 2.355 2.578
